SKU,Category,New.Category,EDC.Available
10212273,Non-A,Non-A,0
10514738,Non-A,Non-A,1
10622446,Non-A,Non-A,1
10597323,Non-A,Non-A,0
10269996,Non-A,Non-A,1
10277557,Non-A,Non-A,0
10546283,Non-A,Non-A,1
10360155,Non-A,Non-A,0
10557601,Non-A,Non-A,1
10361613,Non-A,Non-A,1
10506376,Non-A,Non-A,1
10326530,Non-A,A,0
10211808,Non-A,Non-A,0
10443217,Non-A,Non-A,1
10196649,Non-A,Non-A,0
10624242,Non-A,Non-A,1
10598723,Non-A,Non-A,1
10003491,Non-A,Non-A,1
10329553,Non-A,Non-A,1
10541090,Non-A,A,0
10417004,Non-A,Non-A,1
10434388,Non-A,Non-A,0
10512645,Non-A,Non-A,1
10178014,Non-A,Non-A,0
10541408,Non-A,Non-A,1
10469696,Non-A,Non-A,0
10472457,Non-A,Non-A,1
10624016,Non-A,Non-A,1
10396728,Non-A,Non-A,0
10557581,Non-A,Non-A,1
10392401,Non-A,Non-A,1
10399497,Non-A,Non-A,1
10529080,Non-A,Non-A,1
10468715,Non-A,Non-A,1
10621894,Non-A,Non-A,1
10622209,Non-A,Non-A,1
10478867,Non-A,Non-A,1
10518075,Non-A,Non-A,0
10446444,Non-A,Non-A,1
10212041,Non-A,Non-A,0
10584305,Non-A,Non-A,0
10591840,Non-A,Non-A,1
10516276,Non-A,Non-A,1
10549491,Non-A,Non-A,1
10448002,Non-A,Non-A,0
10393346,Non-A,Non-A,1
10509006,Non-A,Non-A,1
10509283,Non-A,Non-A,1
10487735,Non-A,Non-A,1
10509638,Non-A,Non-A,0
10505022,Non-A,Non-A,1
10566050,Non-A,Non-A,1
10549078,Non-A,Non-A,1
10347046,Non-A,Non-A,1
10547616,Non-A,Non-A,1
10627514,Non-A,Non-A,0
10557674,Non-A,Non-A,1
10478817,Non-A,Non-A,1
10474856,Non-A,Non-A,1
10347045,Non-A,Non-A,1
10154371,Non-A,Non-A,0
10553703,Non-A,Non-A,1
10603278,Non-A,Non-A,1
10597906,Non-A,Non-A,1
10478828,Non-A,Non-A,1
10602245,Non-A,Non-A,0
10483769,Non-A,Non-A,1
10472387,Non-A,Non-A,1
10514504,Non-A,Non-A,1
10061115,Non-A,Non-A,0
10310808,Non-A,Non-A,1
10474801,Non-A,Non-A,1
10514268,Non-A,Non-A,1
10544993,Non-A,Non-A,0
10474848,Non-A,Non-A,1
10540024,Non-A,A,0
10527262,Non-A,Non-A,1
10557095,Non-A,Non-A,1
10621359,Non-A,Non-A,1
10422978,Non-A,Non-A,0
10513550,Non-A,Non-A,1
10624300,Non-A,Non-A,1
10443002,Non-A,Non-A,1
10418236,Non-A,Non-A,1
10622519,Non-A,Non-A,1
10320734,Non-A,Non-A,1
10174752,Non-A,Non-A,0
10544310,Non-A,Non-A,1
10398962,Non-A,Non-A,1
10261433,Non-A,Non-A,1
10436151,Non-A,Non-A,1
10583374,Non-A,Non-A,1
10604465,Non-A,Non-A,1
10547037,Non-A,Non-A,1
10228008,Non-A,Non-A,0
10468669,Non-A,Non-A,1
10159826,Non-A,Non-A,1
10083306,Non-A,Non-A,0
10397524,Non-A,Non-A,0
10367996,Non-A,Non-A,1
10581326,Non-A,Non-A,1
10486224,Non-A,Non-A,0
10543744,Non-A,Non-A,0
10385144,Non-A,Non-A,1
10597828,Non-A,Non-A,1
10597515,Non-A,Non-A,1
10011010,Non-A,Non-A,0
10597790,Non-A,Non-A,1
10410261,Non-A,Non-A,1
10011009,Non-A,Non-A,0
10527816,Non-A,Non-A,1
10368253,Non-A,Non-A,1
10625360,Non-A,Non-A,1
10566651,Non-A,Non-A,1
10397138,Non-A,Non-A,1
10410294,Non-A,Non-A,1
10619961,Non-A,Non-A,1
10159800,Non-A,Non-A,1
10622663,Non-A,Non-A,1
10382910,Non-A,Non-A,1
10468704,Non-A,Non-A,1
10367837,Non-A,Non-A,0
10506441,Non-A,Non-A,1
10506399,Non-A,Non-A,1
10514537,Non-A,Non-A,1
10622476,Non-A,Non-A,1
10566774,Non-A,Non-A,1
10471885,Non-A,Non-A,1
10602192,Non-A,Non-A,1
10514637,Non-A,Non-A,1
10543234,Non-A,Non-A,0
10567179,Non-A,Non-A,1
10324074,Non-A,Non-A,0
10278657,Non-A,Non-A,0
10415686,Non-A,Non-A,1
10591709,Non-A,Non-A,1
10555326,Non-A,Non-A,1
10176237,Non-A,Non-A,0
10553423,Non-A,Non-A,1
10625311,Non-A,Non-A,1
10516238,Non-A,Non-A,1
10422979,Non-A,Non-A,0
10470967,Non-A,A,0
10337619,Non-A,Non-A,1
10139282,Non-A,Non-A,1
10593732,Non-A,Non-A,1
10298182,Non-A,Non-A,1
10423836,Non-A,Non-A,1
10414450,Non-A,Non-A,1
10506454,Non-A,Non-A,1
10194024,Non-A,Non-A,1
10307674,Non-A,Non-A,1
10622260,Non-A,Non-A,1
10175923,Non-A,Non-A,1
10594028,Non-A,Non-A,1
10606179,Non-A,Non-A,1
10203739,Non-A,Non-A,1
10593410,Non-A,A,0
10594191,Non-A,Non-A,1
10557683,Non-A,Non-A,1
10619986,Non-A,Non-A,1
10489089,Non-A,Non-A,1
10508925,Non-A,Non-A,1
10196507,Non-A,Non-A,0
10398791,Non-A,Non-A,0
10548713,Non-A,Non-A,1
10274759,Non-A,Non-A,1
10474775,Non-A,Non-A,1
10553392,Non-A,Non-A,1
10366706,Non-A,Non-A,1
10540023,Non-A,Non-A,0
10548582,Non-A,Non-A,1
10485498,Non-A,A,0
10418199,Non-A,Non-A,1
10548765,Non-A,Non-A,1
10623224,Non-A,Non-A,1
10396989,Non-A,Non-A,1
10060893,Non-A,Non-A,1
10477433,Non-A,Non-A,0
10504860,Non-A,Non-A,1
10387913,Non-A,Non-A,1
10401270,Non-A,Non-A,0
10626728,Non-A,Non-A,0
10307232,Non-A,Non-A,1
10394123,Non-A,Non-A,0
10627666,Non-A,Non-A,1
10514657,Non-A,Non-A,1
10530933,Non-A,Non-A,1
10255462,Non-A,A,1
10552976,Non-A,Non-A,1
10473953,Non-A,Non-A,1
10501812,Non-A,Non-A,0
10147794,Non-A,Non-A,0
10624975,Non-A,Non-A,1
10361603,Non-A,Non-A,1
10204578,Non-A,Non-A,0
10514712,Non-A,Non-A,1
10560935,Non-A,Non-A,1
10443238,Non-A,Non-A,1
10012638,Non-A,Non-A,0
10509635,Non-A,Non-A,0
10368611,Non-A,Non-A,0
10242707,Non-A,Non-A,0
10442888,Non-A,Non-A,1
10517772,Non-A,Non-A,1
10592393,Non-A,Non-A,1
10487400,Non-A,Non-A,1
10194051,Non-A,A,1
10624215,Non-A,Non-A,1
10543843,Non-A,Non-A,0
10598486,Non-A,Non-A,1
10582107,Non-A,Non-A,1
10438052,Non-A,Non-A,1
10488578,Non-A,Non-A,1
10428415,Non-A,A,1
10340856,Non-A,Non-A,1
10325458,Non-A,Non-A,0
10324526,Non-A,Non-A,0
10289642,Non-A,Non-A,1
10549792,Non-A,A,1
10369866,Non-A,Non-A,1
10484394,Non-A,Non-A,1
10112446,Non-A,Non-A,0
10172258,Non-A,Non-A,0
10597686,Non-A,Non-A,1
10342452,Non-A,Non-A,1
10307774,Non-A,Non-A,1
10518606,Non-A,Non-A,1
10624416,Non-A,Non-A,1
10330526,Non-A,Non-A,1
10325514,Non-A,Non-A,0
10312031,Non-A,Non-A,0
10111172,Non-A,Non-A,1
10539846,Non-A,Non-A,0
10553039,Non-A,Non-A,1
10472827,Non-A,Non-A,1
10622486,Non-A,Non-A,1
10516181,Non-A,Non-A,0
10432545,Non-A,Non-A,0
10623190,Non-A,Non-A,1
10397290,Non-A,Non-A,1
10516158,Non-A,Non-A,0
10482970,Non-A,Non-A,1
10624800,Non-A,Non-A,1
10592605,Non-A,Non-A,1
10187076,Non-A,Non-A,1
10547780,Non-A,Non-A,1
10547383,Non-A,Non-A,1
10402437,Non-A,A,1
10114109,Non-A,Non-A,1
10509348,Non-A,Non-A,1
10600274,Non-A,Non-A,1
10478844,Non-A,Non-A,1
10216290,Non-A,Non-A,1
10196482,Non-A,Non-A,0
10471987,Non-A,Non-A,1
10423068,Non-A,Non-A,0
10597982,Non-A,Non-A,1
10509022,Non-A,Non-A,1
10473974,Non-A,Non-A,1
10549392,Non-A,Non-A,1
10271969,Non-A,Non-A,1
10483879,Non-A,A,1
10416959,Non-A,Non-A,1
10399842,Non-A,Non-A,0
10566046,Non-A,Non-A,1
10471958,Non-A,Non-A,1
10470330,Non-A,Non-A,1
10621875,Non-A,Non-A,1
10478833,Non-A,Non-A,1
10467423,Non-A,Non-A,1
10350038,Non-A,Non-A,0
10548362,Non-A,Non-A,1
10212271,Non-A,Non-A,0
10594008,Non-A,Non-A,1
10622192,Non-A,Non-A,1
10209184,Non-A,Non-A,0
10509282,Non-A,Non-A,1
10483886,Non-A,Non-A,1
10242147,Non-A,Non-A,1
10315876,Non-A,Non-A,1
10431896,Non-A,Non-A,0
10605016,Non-A,Non-A,1
10299014,Non-A,Non-A,1
10142617,Non-A,Non-A,0
10517296,Non-A,Non-A,1
10414857,Non-A,Non-A,0
10012379,Non-A,Non-A,0
10186183,Non-A,Non-A,0
10598476,Non-A,Non-A,1
10543686,Non-A,Non-A,0
10527810,Non-A,Non-A,1
10585315,Non-A,Non-A,0
10546562,Non-A,Non-A,1
10545978,Non-A,Non-A,1
10554319,Non-A,Non-A,1
10538227,Non-A,Non-A,0
10624919,Non-A,Non-A,1
10102820,Non-A,Non-A,1
10622515,Non-A,Non-A,1
10290394,Non-A,Non-A,1
10481538,Non-A,Non-A,1
10598472,Non-A,Non-A,1
10623464,Non-A,Non-A,1
10324079,Non-A,Non-A,0
10513710,Non-A,Non-A,1
10525489,Non-A,Non-A,1
10548694,Non-A,Non-A,1
10598729,Non-A,Non-A,1
10290817,Non-A,Non-A,1
10211940,Non-A,Non-A,0
10182536,Non-A,Non-A,1
10623219,Non-A,Non-A,1
10515577,Non-A,Non-A,1
10514503,Non-A,Non-A,1
10566771,Non-A,Non-A,1
10507453,Non-A,Non-A,1
10598025,Non-A,Non-A,1
10585338,Non-A,Non-A,1
10363570,Non-A,Non-A,0
10598697,Non-A,Non-A,0
10186110,Non-A,Non-A,0
10271416,Non-A,Non-A,1
10435239,Non-A,Non-A,0
10515550,Non-A,Non-A,1
10473090,Non-A,Non-A,1
10242693,Non-A,Non-A,0
10446455,Non-A,Non-A,1
10515513,Non-A,Non-A,1
10509648,Non-A,Non-A,0
10354419,Non-A,Non-A,1
10275378,Non-A,Non-A,1
10174586,Non-A,Non-A,1
10547551,Non-A,Non-A,1
10265373,Non-A,Non-A,1
10060880,Non-A,Non-A,1
10219012,Non-A,A,0
10230264,Non-A,Non-A,1
10226528,Non-A,Non-A,1
10597685,Non-A,Non-A,1
10597653,Non-A,Non-A,0
10211944,Non-A,Non-A,0
10509310,Non-A,Non-A,1
10104764,Non-A,Non-A,0
10138806,Non-A,Non-A,0
10548756,Non-A,Non-A,1
10602793,Non-A,Non-A,1
10139888,Non-A,Non-A,0
10598502,Non-A,Non-A,1
10583568,Non-A,Non-A,1
10506392,Non-A,Non-A,1
10390844,Non-A,Non-A,1
10580625,Non-A,Non-A,1
10619905,Non-A,Non-A,1
10397502,Non-A,Non-A,0
10443472,Non-A,Non-A,1
10180533,Non-A,Non-A,1
10517306,Non-A,Non-A,1
10427613,Non-A,A,1
10557557,Non-A,Non-A,1
10123657,Non-A,Non-A,1
10307712,Non-A,Non-A,1
10447685,Non-A,Non-A,1
10157927,Non-A,Non-A,1
10060926,Non-A,Non-A,1
10385136,Non-A,Non-A,1
10566039,Non-A,Non-A,1
10332143,Non-A,Non-A,1
10406496,Non-A,Non-A,1
10598836,Non-A,Non-A,1
10470546,Non-A,A,0
10492436,Non-A,Non-A,1
10423100,Non-A,Non-A,0
10628570,Non-A,Non-A,1
10345036,Non-A,Non-A,0
10488248,Non-A,Non-A,1
10621890,Non-A,Non-A,1
10508476,Non-A,Non-A,1
10594057,Non-A,Non-A,1
10351651,Non-A,Non-A,1
10548760,Non-A,Non-A,1
10226454,Non-A,Non-A,1
10488592,Non-A,Non-A,1
10259829,Non-A,Non-A,0
10544284,Non-A,Non-A,1
10598615,Non-A,Non-A,1
10509297,Non-A,Non-A,1
10133140,Non-A,Non-A,0
10581136,Non-A,Non-A,0
10582997,Non-A,Non-A,1
10547927,Non-A,Non-A,1
10509265,Non-A,Non-A,1
10593442,Non-A,Non-A,1
10143144,Non-A,Non-A,0
10295291,Non-A,Non-A,0
10451157,Non-A,Non-A,1
10450296,Non-A,Non-A,1
10291899,Non-A,Non-A,0
10475400,Non-A,Non-A,1
10557262,Non-A,Non-A,1
10473061,Non-A,Non-A,1
10543202,Non-A,Non-A,0
10547041,Non-A,A,1
10019568,Non-A,Non-A,0
10623419,Non-A,Non-A,1
10518611,Non-A,Non-A,1
10220146,Non-A,Non-A,1
10548889,Non-A,Non-A,1
10403251,Non-A,Non-A,1
10580579,Non-A,Non-A,0
10277355,Non-A,Non-A,1
10557561,Non-A,Non-A,1
10392622,Non-A,Non-A,1
10217765,Non-A,Non-A,1
10543774,Non-A,Non-A,1
10622259,Non-A,Non-A,1
10546330,Non-A,Non-A,1
10548348,Non-A,Non-A,1
10014698,Non-A,Non-A,0
10567809,Non-A,Non-A,1
10592615,Non-A,Non-A,1
10320355,Non-A,Non-A,0
10461592,Non-A,Non-A,1
10622069,Non-A,Non-A,1
10511826,Non-A,Non-A,1
10615824,Non-A,Non-A,1
10528572,Non-A,Non-A,1
10582900,Non-A,Non-A,1
10598728,Non-A,Non-A,1
10434381,Non-A,Non-A,0
10472391,Non-A,Non-A,1
10508474,Non-A,Non-A,1
10376083,Non-A,Non-A,1
10390168,Non-A,Non-A,1
10474852,Non-A,Non-A,1
10472331,Non-A,Non-A,0
10557097,Non-A,Non-A,1
10505838,Non-A,Non-A,1
10366729,Non-A,Non-A,1
10063194,Non-A,Non-A,1
10508427,Non-A,Non-A,1
10472428,Non-A,Non-A,1
10541380,Non-A,Non-A,1
10290715,Non-A,Non-A,1
10504486,Non-A,Non-A,0
10217802,Non-A,Non-A,1
10509407,Non-A,Non-A,1
10474082,Non-A,Non-A,1
10557664,Non-A,Non-A,1
10566486,Non-A,Non-A,1
10210952,Non-A,Non-A,0
10591846,Non-A,Non-A,1
10546367,Non-A,Non-A,1
10557571,Non-A,Non-A,1
10393561,Non-A,Non-A,1
10509272,Non-A,Non-A,1
10471626,Non-A,Non-A,1
10597792,Non-A,Non-A,1
10203740,Non-A,Non-A,1
10608600,Non-A,Non-A,1
10297115,Non-A,Non-A,0
10177994,Non-A,Non-A,0
10191382,Non-A,Non-A,0
10329546,Non-A,Non-A,1
10104771,Non-A,Non-A,0
10478858,Non-A,Non-A,1
10277730,Non-A,Non-A,1
10063750,Non-A,Non-A,1
10063087,Non-A,Non-A,1
10552955,Non-A,Non-A,1
10556890,Non-A,Non-A,1
10547835,Non-A,A,1
10547462,Non-A,Non-A,1
10306741,Non-A,Non-A,1
10556584,Non-A,Non-A,1
10599544,Non-A,Non-A,1
10585342,Non-A,Non-A,1
10104291,Non-A,Non-A,1
10624106,Non-A,Non-A,1
10626400,Non-A,Non-A,1
10553383,Non-A,Non-A,1
10547061,Non-A,Non-A,1
10361612,Non-A,Non-A,1
10628874,Non-A,Non-A,0
10322716,Non-A,Non-A,1
10514172,Non-A,Non-A,1
10207939,Non-A,Non-A,0
10374544,Non-A,Non-A,1
10626717,Non-A,Non-A,0
10551730,Non-A,Non-A,1
10367295,Non-A,Non-A,0
10549818,Non-A,Non-A,1
10628554,Non-A,Non-A,1
10632069,Non-A,Non-A,1
10547742,Non-A,Non-A,1
10624295,Non-A,Non-A,1
10228026,Non-A,Non-A,0
10632062,Non-A,Non-A,1
10622499,Non-A,Non-A,1
10583672,Non-A,Non-A,0
10366730,Non-A,Non-A,1
10291233,Non-A,Non-A,0
10424698,Non-A,Non-A,1
10544276,Non-A,Non-A,1
10063116,Non-A,Non-A,1
10461225,Non-A,Non-A,1
10514095,Non-A,Non-A,1
10424778,Non-A,Non-A,1
10266233,Non-A,Non-A,1
10257341,Non-A,Non-A,1
10325461,Non-A,Non-A,0
10019715,Non-A,Non-A,0
10402058,Non-A,Non-A,1
10504861,Non-A,Non-A,1
10552970,Non-A,Non-A,1
10267540,Non-A,Non-A,1
10552934,Non-A,Non-A,1
10564222,Non-A,Non-A,1
10177603,Non-A,Non-A,0
10549446,Non-A,Non-A,1
10467302,Non-A,Non-A,1
10509646,Non-A,Non-A,0
10548491,Non-A,Non-A,1
10429236,Non-A,Non-A,1
10518385,Non-A,Non-A,0
10224664,Non-A,Non-A,1
10014732,Non-A,Non-A,0
10525732,Non-A,Non-A,1
10329744,Non-A,Non-A,1
10302210,Non-A,Non-A,1
10510102,Non-A,Non-A,1
10372259,Non-A,Non-A,0
10548318,Non-A,Non-A,1
10557038,Non-A,Non-A,1
10174800,Non-A,Non-A,1
10412435,Non-A,Non-A,1
10557049,Non-A,Non-A,1
10512649,Non-A,Non-A,1
10060866,Non-A,Non-A,1
10323687,Non-A,Non-A,0
10358831,Non-A,Non-A,0
10376683,Non-A,Non-A,1
10060922,Non-A,Non-A,1
10557585,Non-A,Non-A,1
10546356,Non-A,Non-A,1
10464403,Non-A,Non-A,1
10288206,Non-A,Non-A,1
10528559,Non-A,Non-A,1
10566670,Non-A,Non-A,1
10528539,Non-A,Non-A,1
10174802,Non-A,Non-A,1
10264537,Non-A,Non-A,1
10435303,Non-A,Non-A,1
10506874,Non-A,Non-A,1
10615278,Non-A,Non-A,1
10508527,Non-A,Non-A,1
10063104,Non-A,Non-A,1
10277906,Non-A,Non-A,1
10508886,Non-A,Non-A,1
10628865,Non-A,Non-A,0
10549390,Non-A,Non-A,1
10474367,Non-A,Non-A,0
10507734,Non-A,Non-A,1
10470531,Non-A,A,0
10547393,Non-A,Non-A,1
10580575,Non-A,Non-A,0
10518505,Non-A,Non-A,1
10123705,Non-A,Non-A,1
10114135,Non-A,Non-A,1
10466265,Non-A,Non-A,0
10442695,Non-A,Non-A,1
10640615,Non-A,A,1
10581283,Non-A,Non-A,1
10541374,Non-A,Non-A,1
10125465,Non-A,Non-A,0
10524887,Non-A,Non-A,1
10212525,Non-A,Non-A,1
10583382,Non-A,Non-A,1
10368607,Non-A,Non-A,1
10597782,Non-A,Non-A,1
10217284,Non-A,Non-A,1
10506427,Non-A,Non-A,1
10486227,Non-A,Non-A,0
10323112,Non-A,Non-A,1
10544576,Non-A,Non-A,1
10552933,Non-A,Non-A,1
10228028,Non-A,Non-A,0
10366689,Non-A,Non-A,1
10593840,Non-A,Non-A,1
10551755,Non-A,Non-A,1
10602586,Non-A,Non-A,1
10511867,Non-A,Non-A,0
10219428,Non-A,Non-A,1
10052893,Non-A,Non-A,1
10624889,Non-A,Non-A,1
10260331,Non-A,Non-A,0
10197724,Non-A,Non-A,1
10060859,Non-A,Non-A,1
10174753,Non-A,Non-A,0
10541398,Non-A,Non-A,1
10369706,Non-A,Non-A,0
10014760,Non-A,Non-A,0
10139863,Non-A,Non-A,0
10354203,Non-A,Non-A,1
10266117,Non-A,Non-A,1
10442978,Non-A,Non-A,1
10464792,Non-A,Non-A,1
10470530,Non-A,A,0
10174772,Non-A,Non-A,0
10230243,Non-A,Non-A,1
10175950,Non-A,Non-A,1
10387547,Non-A,Non-A,1
10497364,Non-A,Non-A,1
10557037,Non-A,Non-A,1
10548522,Non-A,Non-A,1
10393691,Non-A,Non-A,1
10549383,Non-A,Non-A,1
10586087,Non-A,Non-A,1
10517302,Non-A,Non-A,1
10514688,Non-A,Non-A,1
10470524,Non-A,A,0
10549053,Non-A,Non-A,1
10488595,Non-A,Non-A,1
10623471,Non-A,Non-A,1
10544026,Non-A,Non-A,1
10494397,Non-A,Non-A,1
10607689,Non-A,Non-A,1
10183096,Non-A,Non-A,0
10547857,Non-A,Non-A,1
10397248,Non-A,Non-A,1
10263060,Non-A,Non-A,1
10598685,Non-A,Non-A,0
10593995,Non-A,Non-A,1
10517770,Non-A,Non-A,1
10153983,Non-A,Non-A,0
10525251,Non-A,Non-A,0
10557549,Non-A,Non-A,1
10624957,Non-A,Non-A,1
10509433,Non-A,Non-A,1
10557560,Non-A,Non-A,1
10403509,Non-A,Non-A,0
10558847,Non-A,Non-A,1
10541379,Non-A,Non-A,1
10414437,Non-A,Non-A,1
10998580,Non-A,Non-A,0
10421568,Non-A,Non-A,1
10547831,Non-A,Non-A,1
10014733,Non-A,Non-A,0
10583342,Non-A,Non-A,1
10249781,Non-A,Non-A,1
10546564,Non-A,Non-A,1
10514918,Non-A,Non-A,1
10413802,Non-A,Non-A,1
10467298,Non-A,Non-A,1
10256583,Non-A,Non-A,1
10014691,Non-A,Non-A,0
10549500,Non-A,Non-A,1
10367335,Non-A,Non-A,0
10197708,Non-A,Non-A,1
10461224,Non-A,Non-A,1
10117941,Non-A,Non-A,1
10558777,Non-A,Non-A,1
10019710,Non-A,Non-A,0
10366711,Non-A,Non-A,1
10408824,Non-A,Non-A,1
10598707,Non-A,Non-A,1
10558854,Non-A,Non-A,1
10013770,Non-A,Non-A,0
10185661,Non-A,Non-A,1
10110645,Non-A,Non-A,1
10288698,Non-A,Non-A,0
10277461,Non-A,Non-A,0
10547890,Non-A,Non-A,1
10379249,Non-A,Non-A,1
10271078,Non-A,Non-A,1
10581069,Non-A,Non-A,1
10277379,Non-A,Non-A,1
10507394,Non-A,Non-A,1
10581997,Non-A,Non-A,1
10555380,Non-A,Non-A,1
10185353,Non-A,Non-A,1
10603913,Non-A,Non-A,1
10010430,Non-A,Non-A,1
10488427,Non-A,Non-A,0
10619087,Non-A,Non-A,1
10593741,Non-A,Non-A,1
10170477,Non-A,Non-A,1
10176227,Non-A,Non-A,0
10263751,Non-A,Non-A,0
10230255,Non-A,Non-A,1
10591842,Non-A,Non-A,1
10386323,Non-A,Non-A,1
10593454,Non-A,Non-A,0
10255294,Non-A,Non-A,1
10393880,Non-A,Non-A,1
10622282,Non-A,Non-A,1
10210302,Non-A,Non-A,0
10427573,Non-A,Non-A,0
10474112,Non-A,Non-A,1
10438042,Non-A,Non-A,1
10557096,Non-A,Non-A,1
10621346,Non-A,Non-A,1
10487959,Non-A,Non-A,1
10541367,Non-A,Non-A,1
10430883,Non-A,Non-A,0
10216636,Non-A,Non-A,1
10325494,Non-A,Non-A,0
10591896,Non-A,Non-A,1
10557113,Non-A,Non-A,1
10566665,Non-A,Non-A,1
10322398,Non-A,Non-A,1
10257902,Non-A,Non-A,1
10625700,Non-A,Non-A,1
10594117,Non-A,Non-A,1
10307242,Non-A,Non-A,1
10555379,Non-A,Non-A,1
10555522,Non-A,Non-A,1
10514478,Non-A,Non-A,1
10513013,Non-A,Non-A,1
10014703,Non-A,Non-A,0
10174813,Non-A,Non-A,1
10063105,Non-A,Non-A,1
10518983,Non-A,Non-A,1
10510458,Non-A,Non-A,1
10478541,Non-A,Non-A,0
10552942,Non-A,Non-A,1
10014751,Non-A,Non-A,0
10603441,Non-A,Non-A,1
10625582,Non-A,Non-A,1
10544312,Non-A,Non-A,1
10515639,Non-A,Non-A,1
10412410,Non-A,Non-A,1
10591857,Non-A,Non-A,1
10236295,Non-A,Non-A,1
10624923,Non-A,Non-A,1
10358822,Non-A,Non-A,1
10492874,Non-A,Non-A,1
10210084,Non-A,Non-A,0
10514760,Non-A,Non-A,1
10060878,Non-A,Non-A,1
10492474,Non-A,Non-A,1
10397494,Non-A,Non-A,0
10623234,Non-A,Non-A,1
10568813,Non-A,Non-A,1
10513198,Non-A,Non-A,1
10459378,Non-A,Non-A,0
10547869,Non-A,Non-A,1
10598837,Non-A,Non-A,1
10217800,Non-A,Non-A,1
10190395,Non-A,Non-A,0
10281324,Non-A,Non-A,1
10516283,Non-A,Non-A,1
10443371,Non-A,Non-A,1
10412429,Non-A,Non-A,1
10597860,Non-A,Non-A,1
10429040,Non-A,Non-A,1
10539992,Non-A,Non-A,0
10598453,Non-A,Non-A,1
10527827,Non-A,Non-A,1
10548758,Non-A,Non-A,1
10471473,Non-A,Non-A,1
10177537,Non-A,Non-A,0
10269109,Non-A,Non-A,0
10310747,Non-A,Non-A,1
10518591,Non-A,Non-A,1
10482755,Non-A,Non-A,0
10470949,Non-A,Non-A,0
10509302,Non-A,Non-A,1
10177679,Non-A,Non-A,0
10513715,Non-A,Non-A,1
10014721,Non-A,Non-A,0
10569808,Non-A,Non-A,1
10043286,Non-A,Non-A,0
10597170,Non-A,Non-A,1
10338104,Non-A,Non-A,1
10369707,Non-A,Non-A,0
10322533,Non-A,Non-A,1
10509025,Non-A,Non-A,1
10547840,Non-A,Non-A,1
10524872,Non-A,Non-A,1
10622186,Non-A,Non-A,1
10545428,Non-A,Non-A,1
10412403,Non-A,Non-A,1
10593465,Non-A,Non-A,0
10497374,Non-A,Non-A,1
10398800,Non-A,Non-A,0
10516271,Non-A,Non-A,1
10606110,Non-A,Non-A,1
10458895,Non-A,Non-A,0
10581337,Non-A,Non-A,1
10625865,Non-A,Non-A,1
10110634,Non-A,Non-A,1
10421190,Non-A,Non-A,1
10623205,Non-A,Non-A,1
10519247,Non-A,Non-A,1
10259835,Non-A,Non-A,1
10400801,Non-A,Non-A,1
10570520,Non-A,Non-A,0
10541393,Non-A,Non-A,1
10195285,Non-A,Non-A,1
10512357,Non-A,Non-A,0
10516150,Non-A,Non-A,0
10341593,Non-A,Non-A,1
10543228,Non-A,Non-A,0
10615813,Non-A,Non-A,1
10198799,Non-A,Non-A,1
10544556,Non-A,Non-A,0
10482832,Non-A,Non-A,1
10548615,Non-A,Non-A,1
10570518,Non-A,Non-A,0
10583055,Non-A,Non-A,1
10544359,Non-A,Non-A,1
10508532,Non-A,Non-A,1
10553705,Non-A,Non-A,1
10483051,Non-A,Non-A,0
10598014,Non-A,Non-A,1
10418238,Non-A,Non-A,1
10322635,Non-A,Non-A,0
10598495,Non-A,Non-A,1
10509020,Non-A,Non-A,1
10542380,Non-A,A,0
10542964,Non-A,Non-A,1
10552962,Non-A,Non-A,1
10288085,Non-A,Non-A,1
10557550,Non-A,Non-A,1
10329854,Non-A,Non-A,1
10527822,Non-A,Non-A,1
10542997,Non-A,Non-A,1
10472606,Non-A,Non-A,1
10060856,Non-A,Non-A,1
10505311,Non-A,Non-A,0
10584306,Non-A,Non-A,0
10104747,Non-A,Non-A,0
10515643,Non-A,Non-A,1
10351642,Non-A,Non-A,1
10233601,Non-A,Non-A,1
10556993,Non-A,Non-A,1
10061228,Non-A,Non-A,1
10557630,Non-A,Non-A,1
10548489,Non-A,Non-A,1
10482636,Non-A,Non-A,1
10580570,Non-A,Non-A,0
10598734,Non-A,Non-A,1
10472568,Non-A,Non-A,1
10232620,Non-A,Non-A,1
10494497,Non-A,Non-A,1
10546251,Non-A,Non-A,1
10228002,Non-A,Non-A,0
10276595,Non-A,Non-A,1
10185652,Non-A,Non-A,1
10396693,Non-A,Non-A,0
10548351,Non-A,Non-A,1
10546977,Non-A,Non-A,1
10185672,Non-A,Non-A,1
10177611,Non-A,Non-A,0
10270630,Non-A,Non-A,1
10581992,Non-A,Non-A,1
10603912,Non-A,Non-A,1
10002089,Non-A,Non-A,1
10366853,Non-A,Non-A,0
10321174,Non-A,Non-A,1
10527264,Non-A,Non-A,1
10354193,Non-A,Non-A,1
10110642,Non-A,Non-A,1
10542959,Non-A,Non-A,1
10624885,Non-A,Non-A,1
10621172,Non-A,Non-A,1
10546311,Non-A,A,1
10514094,Non-A,Non-A,1
10508926,Non-A,Non-A,1
10522353,Non-A,Non-A,0
10598097,Non-A,Non-A,1
10553419,Non-A,Non-A,1
10548744,Non-A,Non-A,1
10622523,Non-A,Non-A,1
10212032,Non-A,Non-A,0
10509921,Non-A,Non-A,1
10541388,Non-A,Non-A,1
